match_id,game_version,tft_set,placement,level,last_round,gold_left,total_damage_to_players,augments,traits,units,companion
NA1_5439597925,Linux Version 15.24.733.5841 (Dec 15 2025/13:05:45) [PUBLIC] <Releases/15.24>,16,5,9,30,0,71,[],"[{""name"": ""TFT16_Brawler"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_Chronokeeper"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Defender"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_Freljord"", ""tier_current"": 1, ""num_units"": 4}, {""name"": ""TFT16_Invoker"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_KindredUnique"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Piltover"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_Rapidfire"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_Warden"", ""tier_current"": 1, ""num_units"": 2}]","[{""character_id"": ""TFT16_Ashe"", ""tier"": 1, ""items"": []}, {""character_id"": ""TFT16_Vi"", ""tier"": 1, ""items"": []}, {""character_id"": ""TFT16_Sejuani"", ""tier"": 2, ""items"": [""TFT_Item_SpectralGauntlet""]}, {""character_id"": ""TFT16_Loris"", ""tier"": 2, ""items"": []}, {""character_id"": ""TFT16_Kobuko"", ""tier"": 1, ""items"": []}, {""character_id"": ""TFT16_Braum"", ""tier"": 2, ""items"": [""TFT_Item_WarmogsArmor"", ""TFT_Item_Redemption"", ""TFT_Item_NightHarvester""]}, {""character_id"": ""TFT16_Kindred"", ""tier"": 1, ""items"": [""TFT_Item_RunaansHurricane"", ""TFT_Item_GuinsoosRageblade"", ""TFT_Item_HextechGunblade""]}, {""character_id"": ""TFT16_Zilean"", ""tier"": 1, ""items"": [""TFT_Item_RapidFireCannon"", ""TFT_Item_SpearOfShojin"", ""TFT_Item_StatikkShiv""]}, {""character_id"": ""TFT16_Volibear"", ""tier"": 1, ""items"": []}]",647b5b12-8d39-4005-b26a-941cb59a6478
NA1_5439597925,Linux Version 15.24.733.5841 (Dec 15 2025/13:05:45) [PUBLIC] <Releases/15.24>,16,7,8,27,2,42,[],"[{""name"": ""TFT16_Chronokeeper"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Defender"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_Explorer"", ""tier_current"": 1, ""num_units"": 3}, {""name"": ""TFT16_Freljord"", ""tier_current"": 1, ""num_units"": 3}, {""name"": ""TFT16_Invoker"", ""tier_current"": 2, ""num_units"": 4}, {""name"": ""TFT16_Soulbound"", ""tier_current"": 1, ""num_units"": 1}]","[{""character_id"": ""TFT16_Anivia"", ""tier"": 2, ""items"": []}, {""character_id"": ""TFT16_Neeko"", ""tier"": 2, ""items"": [""TFT_Item_NegatronCloak""]}, {""character_id"": ""TFT16_Sejuani"", ""tier"": 2, ""items"": [""TFT_Item_ThiefsGloves"", ""TFT_Item_PowerGauntlet"", ""TFT_Item_FrozenHeart""]}, {""character_id"": ""TFT16_Milio"", ""tier"": 1, ""items"": []}, {""character_id"": ""TFT16_Lissandra"", ""tier"": 2, ""items"": [""TFT_Item_JeweledGauntlet"", ""TFT_Item_Morellonomicon"", ""TFT_Item_StatikkShiv""]}, {""character_id"": ""TFT16_Skarner"", ""tier"": 2, ""items"": [""TFT_Item_GargoyleStoneplate"", ""TFT_Item_FrozenHeart"", ""TFT_Item_Crownguard""]}, {""character_id"": ""TFT16_Zilean"", ""tier"": 1, ""items"": [""TFT_Item_SpearOfShojin"", ""TFT_Item_JeweledGauntlet"", ""TFT_Item_BlueBuff""]}, {""character_id"": ""TFT16_Lucian"", ""tier"": 1, ""items"": [""TFT_Item_LastWhisper"", ""TFT_Item_RunaansHurricane""]}]",5897ad9f-4665-4372-8f3e-6c878adb8918
NA1_5439597925,Linux Version 15.24.733.5841 (Dec 15 2025/13:05:45) [PUBLIC] <Releases/15.24>,16,8,9,27,3,49,[],"[{""name"": ""TFT16_Brawler"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_Harvester"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Ionia"", ""tier_current"": 1, ""num_units"": 3}, {""name"": ""TFT16_Juggernaut"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_ShyvanaUnique"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Soulbound"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Targon"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_TheBoss"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Yordle"", ""tier_current"": 1, ""num_units"": 2}]","[{""character_id"": ""TFT16_Kobuko"", ""tier"": 2, ""items"": []}, {""character_id"": ""TFT16_Kennen"", ""tier"": 2, ""items"": [""TFT_Item_WarmogsArmor"", ""TFT_Item_WarmogsArmor"", ""TFT_Item_SpectralGauntlet""]}, {""character_id"": ""TFT16_Taric"", ""tier"": 2, ""items"": []}, {""character_id"": ""TFT16_Wukong"", ""tier"": 1, ""items"": []}, {""character_id"": ""TFT16_Swain"", ""tier"": 2, ""items"": []}, {""character_id"": ""TFT16_Fiddlesticks"", ""tier"": 1, ""items"": []}, {""character_id"": ""TFT16_Lucian"", ""tier"": 1, ""items"": [""TFT_Item_InfinityEdge"", ""TFT_Item_RunaansHurricane""]}, {""character_id"": ""TFT16_Shyvana"", ""tier"": 2, ""items"": [""TFT_Item_RedBuff""]}, {""character_id"": ""TFT16_Sett"", ""tier"": 1, ""items"": [""TFT_Item_Bloodthirster"", ""TFT_Item_JeweledGauntlet"", ""TFT_Item_Crownguard""]}]",828bbba7-1ec2-463a-8417-c15cf0957d18
NA1_5439597925,Linux Version 15.24.733.5841 (Dec 15 2025/13:05:45) [PUBLIC] <Releases/15.24>,16,6,9,28,4,74,[],"[{""name"": ""TFT16_Brawler"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_Emperor"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Harvester"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Ionia"", ""tier_current"": 1, ""num_units"": 3}, {""name"": ""TFT16_Magus"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_Shurima"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_Soulbound"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Targon"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_TheBoss"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_XerathUnique"", ""tier_current"": 1, ""num_units"": 1}]","[{""character_id"": ""TFT16_Shen"", ""tier"": 1, ""items"": []}, {""character_id"": ""TFT16_Taric"", ""tier"": 2, ""items"": [""TFT_Item_GargoyleStoneplate"", ""TFT_Item_Crownguard""]}, {""character_id"": ""TFT16_Seraphine"", ""tier"": 2, ""items"": [""TFT_Item_AdaptiveHelm"", ""TFT_Item_Morellonomicon"", ""TFT_Item_JeweledGauntlet""]}, {""character_id"": ""TFT16_Wukong"", ""tier"": 2, ""items"": []}, {""character_id"": ""TFT16_Azir"", ""tier"": 2, ""items"": [""TFT_Item_ArchangelsStaff"", ""TFT_Item_StatikkShiv"", ""TFT_Item_ArchangelsStaff""]}, {""character_id"": ""TFT16_Fiddlesticks"", ""tier"": 1, ""items"": []}, {""character_id"": ""TFT16_Lucian"", ""tier"": 1, ""items"": []}, {""character_id"": ""TFT16_Sett"", ""tier"": 2, ""items"": []}, {""character_id"": ""TFT16_Xerath"", ""tier"": 1, ""items"": []}]",ede66e9c-6295-4317-a0df-eb4e002d1d31
NA1_5439597925,Linux Version 15.24.733.5841 (Dec 15 2025/13:05:45) [PUBLIC] <Releases/15.24>,16,3,10,34,5,125,[],"[{""name"": ""TFT16_DarkChild"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Defender"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_Emperor"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Juggernaut"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_Magus"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_Piltover"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_ShyvanaUnique"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Sorcerer"", ""tier_current"": 2, ""num_units"": 4}, {""name"": ""TFT16_Soulbound"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_SylasTrait"", ""tier_current"": 1, ""num_units"": 1}]","[{""character_id"": ""TFT16_Vi"", ""tier"": 2, ""items"": []}, {""character_id"": ""TFT16_Seraphine"", ""tier"": 2, ""items"": [""TFT_Item_PowerGauntlet"", ""TFT_Item_HextechGunblade""]}, {""character_id"": ""TFT16_Swain"", ""tier"": 2, ""items"": []}, {""character_id"": ""TFT16_Annie"", ""tier"": 2, ""items"": [""TFT_Item_StatikkShiv"", ""TFT_Item_AdaptiveHelm"", ""TFT_Item_HextechGunblade""]}, {""character_id"": ""TFT16_Azir"", ""tier"": 2, ""items"": []}, {""character_id"": ""TFT16_Lucian"", ""tier"": 1, ""items"": []}, {""character_id"": ""TFT16_Shyvana"", ""tier"": 1, ""items"": []}, {""character_id"": ""TFT16_Sylas"", ""tier"": 2, ""items"": [""TFT_Item_ThiefsGloves"", ""TFT_Item_AdaptiveHelm"", ""TFT_Item_PowerGauntlet""]}, {""character_id"": ""TFT16_Sylas"", ""tier"": 1, ""items"": []}, {""character_id"": ""TFT16_AnnieTibbers"", ""tier"": 2, ""items"": [""TFT_Item_RedBuff"", ""TFT_Item_BrambleVest"", ""TFT_Item_Redemption""]}]",0271d879-6ab8-4111-b349-6fc98710ad07
NA1_5439597925,Linux Version 15.24.733.5841 (Dec 15 2025/13:05:45) [PUBLIC] <Releases/15.24>,16,2,9,37,3,154,[],"[{""name"": ""TFT16_Bilgewater"", ""tier_current"": 1, ""num_units"": 3}, {""name"": ""TFT16_Blacksmith"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Brawler"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_DarkinWeapon"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Glutton"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Gunslinger"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_Harvester"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Juggernaut"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_ShyvanaUnique"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Soulbound"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Targon"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Warden"", ""tier_current"": 1, ""num_units"": 2}]","[{""character_id"": ""TFT16_Nautilus"", ""tier"": 2, ""items"": []}, {""character_id"": ""TFT16_MissFortune"", ""tier"": 2, ""items"": [""TFT16_Item_Bilgewater_FirstMatesFlintlock"", ""TFT4_Item_OrnnTheCollector"", ""TFT_Item_MadredsBloodrazor""]}, {""character_id"": ""TFT16_Taric"", ""tier"": 2, ""items"": [""TFT_Item_ThiefsGloves"", ""TFT_Item_GargoyleStoneplate"", ""TFT_Item_DragonsClaw""]}, {""character_id"": ""TFT16_Wukong"", ""tier"": 2, ""items"": [""TFT_Item_StatikkShiv""]}, {""character_id"": ""TFT16_Ornn"", ""tier"": 2, ""items"": [""TFT16_TheDarkinStaff"", ""TFT_Item_SpectralGauntlet"", ""TFT_Item_RedBuff""]}, {""character_id"": ""TFT16_Fiddlesticks"", ""tier"": 2, ""items"": [""TFT_Item_ThiefsGloves"", ""TFT_Item_Bloodthirster"", ""TFT_Item_UnstableConcoction""]}, {""character_id"": ""TFT16_Lucian"", ""tier"": 1, ""items"": [""TFT_Item_InfinityEdge"", ""TFT_Item_GuinsoosRageblade"", ""TFT_Item_RunaansHurricane""]}, {""character_id"": ""TFT16_Shyvana"", ""tier"": 2, ""items"": [""TFT_Item_ThiefsGloves"", ""TFT_Item_UnstableConcoction"", ""TFT_Item_LastWhisper""]}, {""character_id"": ""TFT16_TahmKench"", ""tier"": 2, ""items"": [""TFT_Item_BrambleVest"", ""TFT16_Item_Bilgewater_PileOCitrus"", ""TFT_Item_FrozenHeart""]}]",8c27f67c-90b3-4355-9e90-6e92325c6065
NA1_5439597925,Linux Version 15.24.733.5841 (Dec 15 2025/13:05:45) [PUBLIC] <Releases/15.24>,16,4,7,30,0,91,[],"[{""name"": ""TFT16_DarkinWeapon"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Defender"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_Demacia"", ""tier_current"": 3, ""num_units"": 7}, {""name"": ""TFT16_Heroic"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Juggernaut"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_Sorcerer"", ""tier_current"": 1, ""num_units"": 2}]","[{""character_id"": ""TFT16_JarvanIV"", ""tier"": 2, ""items"": []}, {""character_id"": ""TFT16_XinZhao"", ""tier"": 2, ""items"": [""TFT_Item_Bloodthirster"", ""TFT16_TheDarkinScythe"", ""TFT_Item_TitansResolve""]}, {""character_id"": ""TFT16_Poppy"", ""tier"": 2, ""items"": []}, {""character_id"": ""TFT16_Vayne"", ""tier"": 3, ""items"": [""TFT_Item_ThiefsGloves"", ""TFT_Item_Bloodthirster"", ""TFT_Item_Leviathan""]}, {""character_id"": ""TFT16_Garen"", ""tier"": 1, ""items"": [""TFT_Item_Redemption"", ""TFT_Item_BrambleVest""]}, {""character_id"": ""TFT16_Lux"", ""tier"": 2, ""items"": [""TFT_Item_SpearOfShojin"", ""TFT_Item_Morellonomicon"", ""TFT_Item_Leviathan""]}, {""character_id"": ""TFT16_Swain"", ""tier"": 1, ""items"": []}, {""character_id"": ""TFT16_Galio"", ""tier"": 1, ""items"": []}]",9412ba05-1bfe-42ff-aa20-689707eaa3a0
NA1_5439597925,Linux Version 15.24.733.5841 (Dec 15 2025/13:05:45) [PUBLIC] <Releases/15.24>,16,1,10,37,3,188,[],"[{""name"": ""TFT16_Brawler"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_Chronokeeper"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_DarkChild"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Defender"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_Invoker"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_Ionia"", ""tier_current"": 1, ""num_units"": 3}, {""name"": ""TFT16_Sorcerer"", ""tier_current"": 2, ""num_units"": 4}, {""name"": ""TFT16_Soulbound"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_SylasTrait"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_TheBoss"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Yordle"", ""tier_current"": 1, ""num_units"": 2}]","[{""character_id"": ""TFT16_Kobuko"", ""tier"": 2, ""items"": [""TFT_Item_ThiefsGloves"", ""TFT_Item_NightHarvester"", ""TFT_Item_SteraksGage""]}, {""character_id"": ""TFT16_Kennen"", ""tier"": 2, ""items"": []}, {""character_id"": ""TFT16_Wukong"", ""tier"": 1, ""items"": []}, {""character_id"": ""TFT16_Swain"", ""tier"": 1, ""items"": []}, {""character_id"": ""TFT16_Annie"", ""tier"": 2, ""items"": [""TFT_Item_ArchangelsStaff"", ""TFT_Item_SpearOfShojin"", ""TFT_Item_BlueBuff""]}, {""character_id"": ""TFT16_Zilean"", ""tier"": 2, ""items"": [""TFT_Item_ThiefsGloves"", ""TFT_Item_RunaansHurricane"", ""TFT_Item_UnstableConcoction""]}, {""character_id"": ""TFT16_Lucian"", ""tier"": 2, ""items"": [""TFT_Item_RunaansHurricane"", ""TFT_Item_GuinsoosRageblade"", ""TFT_Item_RunaansHurricane""]}, {""character_id"": ""TFT16_Sett"", ""tier"": 2, ""items"": [""TFT_Item_JeweledGauntlet"", ""TFT_Item_HextechGunblade"", ""TFT_Item_RabadonsDeathcap""]}, {""character_id"": ""TFT16_Sylas"", ""tier"": 1, ""items"": [""TFT_Item_ThiefsGloves"", ""TFT_Item_BrambleVest"", ""TFT_Item_TitansResolve""]}, {""character_id"": ""TFT16_AnnieTibbers"", ""tier"": 2, ""items"": [""TFT_Item_IonicSpark"", ""TFT_Item_WarmogsArmor"", ""TFT_Item_RedBuff""]}]",ae5ab19d-7ae2-4eb8-aff5-bca7dc8b9a30
NA1_5439551049,Linux Version 15.24.733.5841 (Dec 15 2025/13:05:45) [PUBLIC] <Releases/15.24>,16,3,8,34,0,145,[],"[{""name"": ""TFT16_Brawler"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_Caretaker"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Defender"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_Explorer"", ""tier_current"": 1, ""num_units"": 4}, {""name"": ""TFT16_Huntress"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Invoker"", ""tier_current"": 2, ""num_units"": 4}, {""name"": ""TFT16_Piltover"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_Sorcerer"", ""tier_current"": 1, ""num_units"": 2}]","[{""character_id"": ""TFT16_Neeko"", ""tier"": 3, ""items"": [""TFT_Item_WarmogsArmor"", ""TFT_Item_GargoyleStoneplate"", ""TFT_Item_DragonsClaw""]}, {""character_id"": ""TFT16_Vi"", ""tier"": 3, ""items"": [""TFT_Item_ThiefsGloves"", ""TFT_Item_Leviathan"", ""TFT_Item_Deathblade""]}, {""character_id"": ""TFT16_Bard"", ""tier"": 3, ""items"": [""TFT16_Item_InvokerEmblemItem"", ""TFT_Item_SpearOfShojin"", ""TFT_Item_JeweledGauntlet""]}, {""character_id"": ""TFT16_Orianna"", ""tier"": 2, ""items"": [""TFT_Item_ForceOfNature""]}, {""character_id"": ""TFT16_Ahri"", ""tier"": 2, ""items"": []}, {""character_id"": ""TFT16_Kobuko"", ""tier"": 2, ""items"": []}, {""character_id"": ""TFT16_Milio"", ""tier"": 2, ""items"": [""TFT_Item_BlueBuff"", ""TFT_Item_RabadonsDeathcap"", ""TFT_Item_StatikkShiv""]}, {""character_id"": ""TFT16_Nidalee"", ""tier"": 2, ""items"": []}, {""character_id"": ""TFT16_Brock"", ""tier"": 1, ""items"": [""TFT_Item_Bloodthirster"", ""TFT_Item_ForceOfNature"", ""TFT_Item_Morellonomicon""]}, {""character_id"": ""TFT16_Volibear"", ""tier"": 1, ""items"": []}]",fcea42c8-c430-433d-8f55-f18394c2a964
NA1_5439551049,Linux Version 15.24.733.5841 (Dec 15 2025/13:05:45) [PUBLIC] <Releases/15.24>,16,6,9,31,2,94,[],"[{""name"": ""TFT16_Defender"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_Harvester"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Juggernaut"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_Piltover"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_ShyvanaUnique"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Sorcerer"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_SylasTrait"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Targon"", ""tier_current"": 1, ""num_units"": 2}]","[{""character_id"": ""TFT16_Vi"", ""tier"": 1, ""items"": []}, {""character_id"": ""TFT16_Taric"", ""tier"": 2, ""items"": [""TFT_Item_RedBuff"", ""TFT_Item_GargoyleStoneplate""]}, {""character_id"": ""TFT16_Seraphine"", ""tier"": 2, ""items"": [""TFT_Item_HextechGunblade"", ""TFT_Item_AdaptiveHelm"", ""TFT_Item_GuinsoosRageblade""]}, {""character_id"": ""TFT16_Diana"", ""tier"": 2, ""items"": [""TFT_Item_TitansResolve"", ""TFT_Item_GuinsoosRageblade"", ""TFT_Item_Bloodthirster""]}, {""character_id"": ""TFT16_Swain"", ""tier"": 1, ""items"": []}, {""character_id"": ""TFT16_Fiddlesticks"", ""tier"": 1, ""items"": []}, {""character_id"": ""TFT16_Shyvana"", ""tier"": 1, ""items"": [""TFT_Item_ThiefsGloves"", ""TFT_Item_GargoyleStoneplate"", ""TFT_Item_RedBuff""]}, {""character_id"": ""TFT16_Sylas"", ""tier"": 1, ""items"": [""TFT_Item_GuardianAngel""]}, {""character_id"": ""TFT16_Sylas"", ""tier"": 1, ""items"": [""TFT_Item_ThiefsGloves"", ""TFT_Item_AdaptiveHelm"", ""TFT_Item_JeweledGauntlet""]}]",7e8ee72a-7f32-4ee6-add7-ca844e6b67b8
NA1_5439551049,Linux Version 15.24.733.5841 (Dec 15 2025/13:05:45) [PUBLIC] <Releases/15.24>,16,7,8,30,0,64,[],"[{""name"": ""TFT16_Defender"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_Demacia"", ""tier_current"": 3, ""num_units"": 7}, {""name"": ""TFT16_Heroic"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Juggernaut"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_KaisaUnique"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Longshot"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_Sorcerer"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_Targon"", ""tier_current"": 1, ""num_units"": 1}]","[{""character_id"": ""TFT16_JarvanIV"", ""tier"": 2, ""items"": []}, {""character_id"": ""TFT16_Poppy"", ""tier"": 2, ""items"": []}, {""character_id"": ""TFT16_Vayne"", ""tier"": 2, ""items"": [""TFT_Item_GuinsoosRageblade"", ""TFT_Item_Artifact_Fishbones"", ""TFT_Item_RunaansHurricane""]}, {""character_id"": ""TFT16_Taric"", ""tier"": 2, ""items"": [""TFT16_Item_DemaciaEmblemItem""]}, {""character_id"": ""TFT16_Garen"", ""tier"": 2, ""items"": [""TFT_Item_RedBuff"", ""TFT_Item_GargoyleStoneplate"", ""TFT_Item_Redemption""]}, {""character_id"": ""TFT16_Lux"", ""tier"": 2, ""items"": [""TFT_Item_ArchangelsStaff"", ""TFT_Item_JeweledGauntlet"", ""TFT_Item_BlueBuff""]}, {""character_id"": ""TFT16_Kaisa"", ""tier"": 1, ""items"": [""TFT_Item_Deathblade""]}, {""character_id"": ""TFT16_Swain"", ""tier"": 1, ""items"": []}, {""character_id"": ""TFT16_Galio"", ""tier"": 1, ""items"": []}]",9a9f246f-026e-4b8b-b849-7d0eefaac82a
NA1_5439551049,Linux Version 15.24.733.5841 (Dec 15 2025/13:05:45) [PUBLIC] <Releases/15.24>,16,4,9,33,4,111,[],"[{""name"": ""TFT16_Brawler"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_Juggernaut"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_KaisaUnique"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Longshot"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_Sorcerer"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_Soulbound"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Targon"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Void"", ""tier_current"": 3, ""num_units"": 6}]","[{""character_id"": ""TFT16_KogMaw"", ""tier"": 2, ""items"": [""TFT_Item_StatikkShiv""]}, {""character_id"": ""TFT16_ChoGath"", ""tier"": 2, ""items"": [""TFT_Item_ThiefsGloves"", ""TFT_Item_RedBuff"", ""TFT_Item_Redemption""]}, {""character_id"": ""TFT16_Malzahar"", ""tier"": 1, ""items"": []}, {""character_id"": ""TFT16_Taric"", ""tier"": 1, ""items"": [""TFT_Item_NegatronCloak""]}, {""character_id"": ""TFT16_BelVeth"", ""tier"": 2, ""items"": [""TFT_Item_ThiefsGloves"", ""TFT_Item_GuardianAngel"", ""TFT_Item_UnstableConcoction""]}, {""character_id"": ""TFT16_RiftHerald"", ""tier"": 2, ""items"": [""TFT_Item_FrozenHeart"", ""TFT_Item_AdaptiveHelm"", ""TFT_Item_WarmogsArmor""]}, {""character_id"": ""TFT16_Kaisa"", ""tier"": 2, ""items"": [""TFT_Item_HextechGunblade"", ""TFT_Item_GuinsoosRageblade"", ""TFT_Item_RabadonsDeathcap""]}, {""character_id"": ""TFT16_Swain"", ""tier"": 2, ""items"": [""TFT_Item_RedBuff"", ""TFT16_Item_BrawlerEmblemItem"", ""TFT_Item_SpectralGauntlet""]}, {""character_id"": ""TFT16_Lucian"", ""tier"": 1, ""items"": [""TFT_Item_ThiefsGloves"", ""TFT_Item_InfinityEdge"", ""TFT_Item_Deathblade""]}]",680e0c8f-1fe1-462f-9e1c-d1fa913a8a07
NA1_5439551049,Linux Version 15.24.733.5841 (Dec 15 2025/13:05:45) [PUBLIC] <Releases/15.24>,16,8,9,28,1,68,[],"[{""name"": ""TFT16_Blacksmith"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Brawler"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_Emperor"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Gunslinger"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_HexMech"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Magus"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_Piltover"", ""tier_current"": 2, ""num_units"": 4}, {""name"": ""TFT16_Soulbound"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Warden"", ""tier_current"": 1, ""num_units"": 2}]","[{""character_id"": ""TFT16_Vi"", ""tier"": 2, ""items"": []}, {""character_id"": ""TFT16_Loris"", ""tier"": 2, ""items"": [""TFT_Item_ThiefsGloves"", ""TFT_Item_RunaansHurricane"", ""TFT_Item_AdaptiveHelm""]}, {""character_id"": ""TFT16_Seraphine"", ""tier"": 2, ""items"": [""TFT16_Item_InvokerEmblemItem""]}, {""character_id"": ""TFT16_Wukong"", ""tier"": 2, ""items"": [""TFT_Item_ThiefsGloves"", ""TFT_Item_RapidFireCannon"", ""TFT_Item_ArchangelsStaff""]}, {""character_id"": ""TFT16_RiftHerald"", ""tier"": 2, ""items"": [""TFT_Item_Crownguard"", ""TFT_Item_Redemption"", ""TFT_Item_RedBuff""]}, {""character_id"": ""TFT16_Ornn"", ""tier"": 1, ""items"": []}, {""character_id"": ""TFT16_Azir"", ""tier"": 1, ""items"": []}, {""character_id"": ""TFT16_Lucian"", ""tier"": 2, ""items"": [""TFT_Item_GuinsoosRageblade"", ""TFT_Item_RunaansHurricane""]}, {""character_id"": ""TFT16_THex"", ""tier"": 2, ""items"": [""TFT_Item_InfinityEdge"", ""TFT_Item_TitansResolve"", ""TFT_Item_SteraksGage""]}]",ecbbc3d8-c9ea-4894-8d1a-bccdfb327105
